"IB8A";"QW1A";"LU13TRUU";"LU35TRUU";"LU57TRUU";"LU71TRUU";"LU10TRUU";"LU3ATRUU";"LU2ATRUU";"LU1ATRUU";"LUBATRUU";"LUATTRUU";"LUACTRUU"
140.22;145.8944;218.21;240.05;249.2;263.5;302.11;253.76;264.2;256.74;269.89;1634.05;1666.13
140.44;146.087;218.31;240.35;249.62;263.89;301.92;254.11;264.64;256.27;269.61;1637.44;1664.84
140.2;145.9969;218.07;239.45;248.42;262.09;298.37;252.83;262.41;254.4;267.93;1630.72;1652.31
139.87;145.7265;217.5;238.05;246.59;259.54;295.87;250.98;260.38;252.67;266.69;1622.21;1641.56
139.1;144.7686;217.32;237.43;245.52;258.23;294.81;250.16;259.33;251.63;265.61;1618.82;1634.81
138.64;144.3777;217.34;237.52;245.8;258.77;295.54;250.55;259.25;251.64;265.89;1619.87;1635.5
138.77;144.5061;217.24;237.13;245.36;258.21;294.91;250.12;258.88;251.23;265.48;1617.16;1632.82
138.77;144.4271;217.04;236.81;245.2;258.26;294.31;249.99;258.49;250.87;265.08;1612.46;1630.48
139.67;145.229;217.77;238.38;247.23;260.74;297.55;251.92;260.73;253.01;266.93;1624.02;1644
139.66;145.0773;217.44;237.52;245.93;258.78;294.86;250.52;259.58;251.61;265.6;1616.96;1635.41
140.13;145.6623;217.92;238.57;247.22;260.49;297.66;251.88;260.92;253.11;267.17;1625.83;1645.18
140.39;146.0037;217.79;238.21;246.8;259.89;297.21;251.43;260.66;252.9;266.86;1623.88;1643.45
140.81;146.4847;217.78;238.34;247.07;260.36;297.05;251.71;260.68;252.73;266.69;1623.32;1642.56
141.19;146.8682;218.07;238.95;247.79;261.09;298.27;252.34;261.46;253.68;267.42;1629.72;1647.79
141.25;146.9128;218.12;239.14;247.99;261.24;299.03;252.48;261.92;254.16;268.06;1632.42;1651.24
141.5;147.2125;218.05;238.88;247.58;260.56;298.45;251.99;261.86;254.03;267.83;1631.15;1650.4
141.6;147.3353;218.08;238.73;247.41;260.11;297.41;251.67;261.77;253.71;267.33;1628.99;1648.12
141.65;147.3491;217.92;238.29;246.73;259;295.78;250.84;261.26;253.12;266.6;1625.69;1644.26
142.32;147.8913;218.4;239.37;247.91;260.54;299.08;252.11;263.06;255.09;268.52;1636.85;1656.91
142.57;147.9921;218.21;239.22;247.79;260.82;299.45;252.23;262.84;254.81;268.33;1635.04;1655.4
142.48;147.9441;218.11;238.8;247.12;259.79;297.77;251.48;262.25;254.06;267.62;1630.99;1650.78
142.79;148.2781;218.51;239.56;247.98;260.78;299.63;252.32;263.47;255.27;268.76;1638.65;1658.64
143.03;148.484;218.38;239.26;247.51;260.22;298.65;251.91;262.99;254.55;268.08;1635.8;1654.29
142.95;148.4184;218.47;239.55;247.93;260.74;300.13;252.34;263.45;255.4;268.82;1640.54;1659.09
143.13;148.6381;218.55;239.88;248.33;261.55;301.44;253.01;263.15;255.44;269.45;1643.96;1660.1
143.41;148.9326;218.73;240.19;248.54;261.8;302.34;253.29;263.59;256.04;269.94;1647.77;1664
143.42;148.8323;218.85;240.22;248.32;261.53;301.44;253.25;262.73;255.08;269.36;1646.65;1658.52
143.34;148.9476;219.13;240.95;249.35;263.17;302.84;254.47;263.32;255.49;269.8;1650.64;1661.56
142.88;148.6076;218.92;240.5;248.72;262.17;301.68;253.77;262.73;254.76;269.06;1647.19;1656.85
142.45;148.3373;218.64;240.05;248.38;261.86;301.57;253.47;262.28;254.57;268.63;1644.41;1654.7
143.02;149.1038;218.94;240.75;249.33;263;303.4;254.35;263.41;255.66;269.78;1651.48;1662.08
143.08;149.121;218.9;240.81;249.46;263.34;303.64;254.56;263.43;255.64;269.74;1651.52;1662.02
142.38;148.5606;219.07;241.08;249.81;263.79;304.07;254.93;263.65;255.92;269.92;1653.28;1663.43
142;148.633;218.92;240.89;249.72;263.94;303.86;254.98;263.09;255.37;269.57;1651.54;1659.94
142.03;148.833;219;240.92;249.7;263.87;303.33;254.91;262.94;255.39;269.5;1650.08;1659.64
142.29;149.2285;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
142.03;148.9653;219.33;241.62;250.49;264.68;304.85;255.63;263.99;256.44;270.35;1657.15;1666.04
141.98;149.0314;219.43;242.03;250.99;265.3;306.03;256.11;264.52;257.17;271.08;1661.14;1670.66
142.14;149.4479;219.6;242.49;251.66;266.31;307.23;256.85;265.09;257.74;271.59;1665.32;1674.38
142.52;150.002;219.39;242.09;251.23;265.82;306.7;256.5;264.69;257.07;270.67;1663.5;1669.5
142.12;149.3723;219.72;243.17;253;269.63;309;258.97;265.46;257.58;271.24;1662.68;1672.94
142.13;149.6333;219.94;243.28;253;269.36;310.38;259;266.29;258.05;271.82;1669.18;1676.55
141.95;149.577;219.92;243.07;252.76;268.96;308.91;258.81;265.66;256.67;270.64;1666.14;1668.82
141.67;149.3273;219.9;243.09;252.75;268.94;308.96;258.95;265.61;255.74;270.3;1668.31;1665.11
141.18;148.5861;219.73;242.48;251.93;267.64;305.39;258.05;263.49;253.64;268.56;1660.21;1651.8
141.5;149.3933;220.24;243.47;253;269.15;308.53;260.18;262.27;248.9;270.24;1685;1638.04
140.88;149.8888;219.67;242.4;251.93;267.84;308.14;259.28;260.93;247.48;269.14;1682.89;1630.25
139.05;149.6222;219.89;242.48;251.13;266.95;306.2;259.48;257.23;241.81;268.69;1692.07;1605.9
138.19;149.1997;219.63;241.88;250.38;265.99;303.55;259.08;255.15;238.35;265.95;1690.83;1586.19
136.76;147.8404;218.35;239.91;249.3;265.2;297.53;257.34;253.68;237.12;262.45;1658.61;1572.92
137.11;147.5068;218.63;239.81;249.1;264.55;297.01;256.61;255.79;239.68;262.27;1654.85;1583.81
137.29;147.7471;218.47;239.61;248.71;264.13;295.92;256.3;255.78;238.94;261.13;1654.62;1577.98
137.49;148.5535;218.74;240.14;249.1;264.39;297.04;256.69;256.87;239.03;262.17;1662.32;1582.09
136.73;148.2235;218.01;238.94;248.01;263.56;295.61;256.07;254.28;235.86;260.67;1654.52;1565.7
136.77;148.7827;217.76;238.61;247.54;263.15;295.1;256.31;253.29;231.12;259.21;1658.98;1546.18
137.09;149.9068;218.97;240.41;249.36;264.88;299.74;258.16;256.09;234.65;260.51;1680.08;1563.09
136.45;149.6271;217.62;237.77;245.94;261.36;293.46;255.35;249.87;230.3;256.12;1660.18;1530.7
136.23;150.2627;218.05;238.28;246.54;261.96;294.11;256.08;250.7;229.91;255.85;1667.89;1529.56
136.36;150.9322;218.51;239.13;247.04;262.52;296.08;256.9;251.82;229.75;256.75;1679.2;1532.58
136.02;151.405;218.83;239.42;247.21;262.78;296.52;257.19;251.74;230.47;256.78;1679.89;1534.7
136.76;153.0009;219.67;241.02;248.62;264.88;300.18;259.15;254.07;232.08;256.43;1700.65;1542.17
136.23;152.9696;219.21;240.29;247.84;263.75;296.83;258.4;252.28;229.45;254.04;1693.1;1527.53
136.11;153.0548;218.48;238.42;245.72;260.91;291.42;256.6;249.88;225.23;248.04;1676.11;1499.13
135.1;152.2072;217.85;236.81;243.37;257.68;287.84;254.43;247.1;222.87;245.83;1665.96;1484.08
134.28;151.109;217.98;236.48;242.24;255.43;285.04;253.54;246.1;220.17;243.21;1667.66;1470.67
133.95;150.358;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
134.51;150.1325;217.75;235.42;241.11;253.74;281.26;251.97;245.06;221.1;241;1654.58;1466.75
134.99;150.1743;217.77;235.42;241.5;253.64;278.5;252.31;246.56;219.53;234.78;1656.37;1451.43
135.51;150.8721;217.98;235.97;242.27;254.41;277.67;253.02;247.06;218.72;233.67;1660.46;1447.21
135.53;151.2793;217.81;235.87;242.41;254.31;274.58;253.08;246.21;216.86;230.37;1656.96;1433.46
135.79;151.3938;217.41;236.49;243.98;256.66;275.66;254.47;246.99;216.68;230.1;1659.83;1434.15
136.12;151.7616;218.05;238.16;246.17;259.7;279.3;256.66;248.75;219.27;231.63;1673.57;1448.81
136.93;152.7434;218.16;238.31;246.23;260;280.93;256.92;249.41;220.47;231.27;1679.07;1455.66
136.79;152.8517;218.3;238.34;246.18;260.19;283.91;257.23;250.24;221.57;231.54;1686.38;1462.13
136.61;153.1181;217.89;236.95;243.89;256.97;279.28;255.1;247.82;218.92;229.14;1676.57;1445.84
136.58;153.0968;217.72;236.11;242.63;255.13;278.81;253.83;247.31;219.16;228.94;1674.73;1444.67
136.4;153.1092;217.72;235.41;241.51;253.26;277;252.56;246.37;219.03;228.77;1668.75;1441.73
136.41;152.3762;217.93;235.42;241.49;253.1;276.12;252.5;245.38;218.68;229.21;1665.4;1440.11
136.99;152.5644;217.83;235.36;241.34;252.72;275.84;252.23;245.17;218.64;229.59;1661.52;1440.43
136.63;150.9896;217.71;235.29;241.1;252.41;273.98;252.07;243.97;217.75;228;1658.35;1432.06
137.1;151.5567;218.18;236.23;242.08;253.5;275.51;253.12;244.54;218.38;228.9;1665.53;1436.61
137.81;151.9197;218.67;238.13;244.26;256.94;279.74;255.67;245.99;220.41;231.19;1676.81;1449.43
138.36;152.3579;218.92;238.86;245.31;258.5;282.68;256.68;248.03;222.7;233.04;1681.87;1464.25
139.05;153.0954;219.08;238.89;244.92;258.02;282.07;256.34;248.29;223.16;232.74;1682.11;1466.06
139.4;153.6363;219;238.38;244.18;257.28;281.04;255.73;247.75;222.47;232.57;1677.15;1463.01
139.96;153.9269;219.55;239.21;244.81;257.73;282.64;256.08;248.6;224.97;235.03;1682.46;1477.26
140.12;153.8484;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
140.36;154.0394;219.81;240;245.43;258.92;284.03;257;249.66;225.76;235.35;1690.31;1482.4
140.28;153.6167;219.37;239.09;243.41;256.94;281.23;255.38;248.28;224.55;234.05;1685.34;1475.77
140.55;154.0663;219.24;239.31;243.21;257.09;282.94;255.69;248.98;224.96;233.3;1691.32;1476.68
140.55;154.0729;219.33;239.27;243.27;257.01;283.33;255.72;249.11;225.04;233.27;1695.83;1476.7
140.46;154.1106;219.28;239.2;242.3;257.13;284.85;255.75;249.55;225.55;233.31;1705.47;1479.9
140.66;154.8911;219.19;239.22;241.88;257.05;287.19;255.86;250.65;226.32;233.28;1715.91;1484.4
140.77;156.0949;219.19;239.29;240.71;257.13;291.53;256.25;251.05;227.03;234.07;1734.09;1488.15
140.4;155.8807;219.09;239.08;241.27;257.52;290.8;256.76;249.66;225;232.26;1731.83;1475.61
139.96;155.6586;218.72;238.39;241.39;257.38;289.17;256.41;249.27;224.37;230.87;1719.28;1469.86
140.16;156.1478;219.45;240.72;245.03;261.67;294.05;259.82;250.97;226.19;233.32;1734.67;1481.87
140.51;156.8365;219.55;241.02;245.58;261.76;295.48;260.12;251.91;226.81;233.58;1740.26;1485.38
140.38;156.5145;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
140.58;156.5961;219.64;241.12;245.07;261.56;296.79;260.06;252.01;227.55;234.27;1746.36;1490.33
141;157.3705;219.87;241.91;245.76;263.33;303.58;261.17;253.88;229.72;236.12;1766.36;1503.7
141.25;158.2098;219.83;241.88;246.24;264.88;304.86;261.51;254.7;230.37;235.96;1769.35;1505.98
141.46;158.7351;219.8;241.78;246.6;265.52;305.4;261.64;254.79;230.57;236.08;1772.44;1506.66
141.2;157.969;220.17;242.46;248.14;268.2;308.57;262.86;256.1;231.98;236.74;1781.06;1514.09
141.44;158.0632;220.05;241.97;247.19;267.2;307.03;262.28;255.14;231.37;235.84;1771.57;1509.27
140.54;156.6756;220.12;241.83;247.43;267;306.48;262.23;254.73;231.26;235.93;1767.48;1508.03
140.06;156.0914;220.64;242.76;248.51;268.24;309.28;263.24;255.83;232.9;236.96;1775.32;1516.51
140.43;156.394;220.88;243.45;249.51;268.88;309.36;263.87;256.49;233.17;237.13;1773.66;1518.38
140.59;156.3399;221.15;243.92;250.28;270.04;310.14;264.47;257.36;233.64;237.43;1778.84;1521.32
140.1;155.2207;221.24;244.05;250.33;270.59;311.03;264.65;257.71;234.24;237.66;1781.9;1524.18
140.71;155.6877;221.45;244.37;250.48;271.13;312.83;265;259.2;235.28;237.83;1787.05;1529.91
141;156.2496;221.86;245.11;251.92;274.4;318.19;266.37;261.13;237.47;239.48;1801.48;1542.7
142.24;157.9118;222.08;245.54;253.14;278.41;326.17;267.65;263.02;240.28;243.06;1811.98;1560.45
142.4;158.0751;222.33;245.93;253.68;280.45;331.94;268.36;264.53;242.89;246;1822.67;1576.2
142.52;157.7871;222.27;245.75;253.5;279.85;331.57;268.1;264.24;243.02;245.98;1817.32;1577
142.94;158.3777;222.11;245.39;253.22;280.45;331.86;267.8;264.57;243.29;246.88;1814.63;1579.99
143.14;158.3531;221.86;245.27;253.01;280.34;331.49;267.51;264.63;243.43;247.11;1813.13;1580.99
143.57;158.842;222.42;246.08;253.98;281.99;332.98;268.3;265.64;245.09;248.97;1817.73;1591.69
143.37;158.4021;222.54;246.19;254.68;283.07;334.78;268.65;267.69;245.97;249.47;1819.12;1599.39
143.39;158.4197;222.62;246.24;254.27;280.81;330.01;268.07;266.95;244.99;247.54;1805.52;1591.62
143.6;158.8542;222.29;244.98;252.1;277.73;324.98;266.83;264.64;242.92;245.88;1790.07;1578.43
143.82;158.5334;222.98;245.75;252.65;277.64;319.82;267.07;263.77;242.64;245.92;1784.01;1577.04
143.71;157.3392;223.71;246.5;253.52;278.71;320.42;267.72;264.29;244.34;247.68;1782.41;1587.39
144.02;157.0176;223.94;247.32;254.94;280.23;321.97;268.12;265.22;246.14;250.11;1783.96;1600.62
144.54;157.6215;224.1;247.74;255.24;280.75;322.58;268.31;265.86;247.24;250.62;1787.56;1606.09
145.21;158.2665;224.39;248.16;255.65;281.27;322.74;268.66;266.15;247.58;251.17;1790.32;1608.2
145.56;158.0931;224.48;248.71;256.63;283.01;326.08;269.16;267.64;248.89;253.15;1798.94;1618.72
145.51;157.6868;224.46;248.6;256.14;282.4;324.79;269;267.3;248.08;252.82;1798.31;1614.69
145.82;157.9059;224.51;248.84;255.5;282.52;328.36;269.16;268.74;249.25;253.86;1806.75;1622.46
145.87;157.8833;224.33;248.56;254.94;281.8;328.72;268.84;268.2;249.51;253.72;1807.04;1622.88
145.82;157.6122;224.19;248.08;253.63;280.19;326.92;268.26;267.4;249.01;252.81;1799.94;1617.9
145.64;157.4371;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
145.59;157.0748;224.14;247.98;252.73;279.03;324.96;267.84;267.11;248.41;252.62;1796.95;1615.57
145.6;156.8521;223.67;247.07;251.49;276.19;317.71;266.54;264.59;245.93;250.46;1779.81;1599.77
145.31;156.1018;223.77;247.16;251.88;276.02;315.16;266.53;264.05;245.01;250.19;1774.74;1595.11
144.92;155.0437;223.78;247.26;252.47;275.52;313.35;266.48;263.02;244.24;250.13;1770.78;1591.33
144.12;154.4001;223.8;247.6;253.51;275.64;312.97;266.57;262.98;244.44;250.74;1768.15;1593.15
144.52;155.4103;223.99;248.15;254.48;277.94;318.62;267.28;265.05;246.97;253.04;1778.65;1609.09
144.86;156.2774;223.85;247.56;253.49;276.49;314.28;266.38;263.9;246.55;252.67;1766.14;1605.79
145.07;157.0353;223.34;246.51;251.55;274.06;310.25;265.12;262.38;245.03;251.72;1754.98;1597.72
145.1;156.7156;223.34;246.32;251.16;273.65;309.91;264.9;261.59;244.74;252.91;1752.87;1598.84
145.36;157.0397;223.67;247.1;252.62;275.57;314.12;265.89;263.34;246.17;254.38;1764.27;1608.97
145.43;156.9731;223.46;246.5;251.67;273.79;309.67;265.11;261.76;244.47;252.84;1753.61;1598.22
145.54;157.2337;223.28;246.13;250.6;272.29;308.04;264.64;260.56;243.35;251.97;1749.14;1591.54
145.91;157.2616;223.34;246.3;250.47;272.28;309.08;264.76;260.89;243.54;252.44;1751.57;1594.13
146.09;157.3747;223.32;246.01;249.04;270.57;307.9;264.25;260.28;242.98;252.24;1745.99;1590.4
146.03;157.3809;223.34;246.09;249.52;270.92;308.16;264.31;260.53;243.47;252.66;1743.57;1592.95
146.33;157.5945;224.01;247.45;251.87;274.19;313.91;265.86;263.58;246.28;255.12;1759.51;1611.76
147.21;158.2231;224.24;247.88;252.62;275.62;316.37;266.45;264.7;247.45;255.86;1764.12;1619.02
147.7;158.6692;224.43;248.22;253.07;276.58;316.59;266.81;265.14;247.66;256.31;1767.59;1621.19
147.59;158.2941;224.16;247.37;251.6;274.24;309.73;265.63;262.95;245.43;254.4;1752.37;1606.94
148.1;158.5439;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
148.26;158.7123;224.53;248.37;253.32;277.41;316.84;266.95;265.93;248.29;256.65;1770.5;1625.04
147.94;158.6842;224.27;247.79;252.07;275.5;313.6;266.43;263.9;245.54;254.58;1763.4;1607.99
147.26;158.0004;224.03;247.16;250.87;273.18;308.18;265.54;261.45;243.14;253.02;1752.39;1593.52
147.38;158.6428;224.14;247.42;251.1;273.65;311.05;266.07;261.69;242.95;253.67;1760.27;1594.39
147.05;158.7379;224.13;247.16;250.61;272.84;311.71;266.07;261.75;241.96;253.04;1760.32;1589.59
146.91;158.7537;224.03;246.87;249.9;272.11;311.59;265.89;261.52;241.23;252.32;1758.85;1584.69
146.99;158.9057;223.79;246.09;248.05;269.31;307.52;264.88;259.49;239.33;250.84;1747.53;1572.01
146.32;157.7719;223.85;246.05;247.68;268.75;306.57;264.78;259.15;239.12;250.26;1745.53;1569.33
146.57;157.9553;223.99;246.3;247.94;268.43;304.36;264.76;258.89;238.45;250.41;1743.65;1567.38
146.73;158.5946;224.41;247.04;248.86;269.61;306.35;265.67;260.11;239.39;251.25;1755.04;1573.04
146.53;158.5271;224.32;246.97;248.92;269.29;304.64;265.66;259.46;238.14;249.85;1752;1565.15
146.11;157.945;223.93;246.36;248.34;268.17;303.15;265.02;257.89;236.88;249.02;1746.53;1552.97
145.93;158.6226;224.09;246.91;248.99;270.13;309.23;266.11;260.18;238.9;250.57;1762.86;1564.64
145.58;159.1836;223.98;246.78;248.83;269.68;308.32;266.01;259.68;237.68;249.77;1761.31;1557.93
144.87;158.9267;223.75;246.38;248.27;268.84;305.27;265.55;257.26;235.89;248.48;1755.72;1546.52
144.4;158.4869;223.67;246.28;248.38;268.38;302.42;265.32;256.5;235.09;247.12;1747.45;1541.23
144.25;158.029;223.64;246.55;248.71;269.29;304.48;265.85;255.46;235.63;247.89;1752.67;1544.15
144.69;158.486;223.68;246.76;249.11;269.69;304.98;266.25;255.11;235.38;247.66;1756.01;1542.68
144.63;158.2621;223.81;246.98;249.1;269.72;303.8;266.37;254.07;235.07;247.17;1756.9;1541.04
144.65;157.8966;223.8;246.88;248.96;269.28;301.4;266.09;253.59;234.45;246.41;1751.88;1536.88
144.36;157.54;223.71;246.7;248.62;268.65;300.04;265.72;252.98;234.04;246.04;1747.35;1534.09
144.44;157.5999;224.65;248.96;251.81;274.31;309.95;268.87;258.05;239.23;250.08;1784.33;1565.97
145.18;158.7132;224.64;248.7;251.57;273.87;308.93;268.7;257.26;238.42;249.39;1780.14;1560.62
145.71;159.6654;224.63;248.62;251.36;273.4;308.02;268.46;257.04;238.2;249.13;1778.6;1558.84
145.68;159.4221;224.67;248.59;251.42;273.42;307.23;268.41;257.03;238.03;249.13;1775.91;1558.47
145.47;158.5429;224.69;248.66;251.73;273.78;309.15;268.73;257.58;238.3;249.44;1777.72;1560.67
145.59;158.6765;224.62;248.4;251.59;273;305.73;268.39;256.03;236.64;248.18;1768.82;1550.65
145.7;158.9279;224.82;248.77;252.04;273.61;307.75;268.85;256.94;237.43;249.15;1774.06;1556.25
146.17;159.6051;224.86;248.81;251.95;273.36;308.25;268.8;257.23;237.63;249.43;1773.22;1557.96
146.5;159.725;225.06;249.08;252.13;273.73;308.98;269.15;257.38;237.63;249.71;1777.83;1558.51
146.75;159.8276;225.35;249.3;252.3;274.02;309.82;269.43;257.84;237.67;250.63;1781.64;1560.91
146.87;159.8527;225.39;249.46;252.54;274.39;311.88;269.72;258.37;238.11;250.94;1785.39;1563.51
146.13;158.9335;225.31;249.21;252.41;273.69;309.67;269.34;257.7;237.49;250.76;1776.83;1560.14
145.97;158.7109;225.13;248.6;250.87;271.62;305.81;268.37;256.32;236.33;249.94;1763.06;1552.72
146.28;158.8418;225.29;248.74;250.85;271.5;304.96;268.3;256.5;236.86;250.3;1760.53;1555.65
146.57;158.6243;225.53;249.16;251.04;271.95;306.14;268.67;257.09;237.43;251.01;1763.77;1559.77
146.91;158.8614;225.75;249.68;251.76;273.25;308.56;269.27;258.05;238.53;252.05;1768.21;1566.55
147.17;158.7457;225.73;249.46;251.62;272.83;305.89;268.86;257.82;238.2;251.8;1761.49;1564.86
147.84;159.2203;226.34;250.7;254.49;276.58;311.48;270.11;261.3;242.61;255.79;1774.26;1592.81
148.61;159.7215;226.42;250.88;255.23;277.56;312.68;270.37;261.97;243.17;256.97;1775.9;1597.97
148.87;159.6263;226.26;250.52;255.17;277.2;311.12;269.91;261.45;243.31;256.91;1769.91;1597.95
148.63;159.1086;225.96;249.87;254.06;275.77;308.75;269.05;260.37;242.7;256.33;1760.76;1593.8
149.41;160.0468;226.22;250.36;255.22;277.52;312.36;269.73;261.82;244.48;258.11;1769.34;1605.75
149.51;160.0737;226.12;250.11;254.57;276.61;310.09;269.44;260.58;242.96;257.32;1764.14;1597.53
149.16;159.6503;226.09;249.92;254.29;275.78;307.5;269.12;259.58;242.01;256.67;1758.57;1592.27
149.24;160.0107;226.25;250.16;254.85;276.58;309.22;269.46;260.4;242.85;257.57;1761.65;1598.31
149.6;160.2517;226.29;250.11;254.42;276.02;307.63;269.16;259.77;242.69;257.97;1756.2;1597.86
149.87;160.4305;226.58;250.78;255.71;277.59;309.95;269.9;261.35;243.96;259.04;1763.24;1606.54
150.13;160.7388;226.48;250.49;255.11;276.71;307.24;269.41;260.24;243.25;258.62;1755.68;1601.81
150.41;161.0377;226.45;250.17;254.92;276.04;305.53;269.04;259.34;242.82;258.72;1749.97;1599.73
150.27;160.7596;226.57;250.39;255.85;277.09;306.73;268.99;260.58;244.61;262.04;1749.14;1615.1
150.35;160.5247;226.57;250.36;255.81;277.18;306.92;268.88;260.64;244.8;263.11;1747.95;1618.12
150.57;161.0124;226.64;250.56;256.09;277.73;308.26;269;261.35;245.88;264.4;1747.84;1625.56
150.75;160.9218;226.78;250.78;256.66;278.91;308.75;269.18;262.02;247.01;265.84;1747.94;1632.92
150.64;160.2989;226.75;250.42;256.24;278.27;305.09;268.54;260.92;246.37;265.99;1737.95;1629.55
150.92;160.1482;226.86;250.53;256.43;278.68;306.02;268.54;261.9;247.65;266.98;1738.15;1636.84
151.35;160.5061;227.32;251.45;257.66;280.64;309.01;269.59;263.53;249.42;268.12;1747.94;1646.97
151.28;159.9576;227.44;251.67;257.9;280.71;309.33;269.8;264.07;249.57;267.81;1749.18;1647.49
151.82;160.2903;227.62;252.11;258.49;281.59;311.27;270.39;265.14;250.24;267.94;1754.8;1651
151.92;160.2411;227.63;252.08;258.33;281.05;311.05;270.4;264.78;249.59;267.39;1755.42;1646.98
151.84;160.1102;227.91;252.06;258.42;281.09;311.05;270.39;265.15;249.83;268.58;1753.9;1651.05
152.11;160.3852;227.79;251.63;257.93;280.22;308.56;269.89;264.06;248.91;267.86;1746.59;1645.07
151.72;159.8001;227.98;251.81;258.81;281.2;308.75;270.18;264.8;249.56;268.63;1744.81;1650.07
151.9;159.7797;228.26;252.41;260.08;283.14;311.42;270.88;266.54;251.55;270.34;1749.79;1662.49
152.47;160.1056;228.14;251.92;258.65;280.55;307.1;269.88;264.89;250.02;269.21;1739.16;1652.81
152.1;159.4621;228.04;251.64;257.97;279.39;305.04;269.35;264.07;249.41;268.72;1732.66;1648.91
151.78;158.9055;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
151.84;158.9518;228;251.37;256.93;278.34;304.05;268.8;264;249.41;268.61;1728.9;1648.56
151.84;158.7801;227.66;250.16;254.68;275.17;299.8;267.09;262.68;248.23;267.83;1716.58;1641.76
151.82;158.5517;227.57;249.71;254.23;275.65;302.28;266.8;263.36;249.73;269.38;1717.54;1651.22
152.26;158.8407;228.27;251.57;257.48;280.46;309.53;268.96;266.9;253.55;273.66;1731.49;1678.15
152.05;158.4344;228.09;250.52;255.35;277.21;303.48;267.04;264.79;251.89;272.32;1713.96;1667.62
152.38;158.5306;228.27;250.93;255.97;278.83;307.28;267.53;266.66;254.48;275.21;1718.42;1685.2
152.88;159.2918;228.52;251.62;256.87;280.31;309.37;268.3;267.78;255.68;276.8;1724.46;1693.99
152.39;158.2982;228.38;250.94;255.22;277.63;304.78;267.02;266.04;253.71;274.9;1713.05;1681.32
151.82;157.6591;227.12;249.14;252.9;275.14;302.27;265.01;263.84;251.85;273.27;1696.43;1669.18
151.92;158.1225;226.81;248.42;251.89;274.07;302.26;264.24;263.63;251.5;273.17;1693.9;1667.86
152.18;158.3758;227.28;249.06;252.71;275.11;302.97;264.9;264.41;252.47;274.06;1697.76;1674.24
152.26;158.1648;227.21;248.48;251.94;274.19;301.32;264.1;263.93;252.31;274.27;1692.01;1674.13
152.2;157.9867;227.24;248.98;252.67;275.52;304.31;264.69;265.47;253.98;275.87;1697.74;1685
152.56;158.3884;227.44;249.6;253.58;277.03;307;265.45;266.65;255.28;277.83;1702.94;1695.19
153.2;159.098;227.72;250.35;254.46;278.33;309.82;266.29;268.14;256.58;279.41;1709.21;1705.02
153.24;158.9417;227.91;250.8;255.16;279.13;311.13;266.86;268.74;257.11;280.18;1712.39;1709.01
153.5;159.2989;228.14;251.36;256.29;280.05;312.01;267.73;269.14;256.92;279.94;1715.33;1708.18
153.28;158.9914;227.72;249.81;254.19;276.89;306.6;265.86;266.42;254.26;277.49;1701.27;1690.77
153.6;159.4131;227.98;250.24;254.95;277.93;309.29;266.52;267.51;255.59;278.6;1705.61;1699.23
153.75;159.7515;228.32;250.94;256;279.53;312.46;267.48;269.05;257.11;280.08;1714.56;1709.42
153.68;159.6127;228.49;251.1;256.23;280.1;313.84;267.79;269.99;257.72;280.44;1718.28;1713.04
153.9;159.8563;228.41;251.02;256.07;279.57;312.17;267.59;269.37;256.82;279.64;1714.85;1707.34
154.23;160.2932;228.82;252.02;257.64;281.92;315.45;268.91;270.85;258.56;281.44;1725.57;1718.3
154.33;160.4753;228.9;252.31;257.93;282.4;316.23;269.19;271.31;258.85;282.13;1728.87;1720.92
154.35;160.7077;228.94;252.39;258.06;282.69;316.32;269.27;271.25;259.03;282.61;1729.54;1722.03
154.47;160.8699;228.95;252.23;257.95;282.67;316.23;269.08;271.49;259.3;282.98;1727.82;1723.99
154.61;160.8035;229.2;252.53;258.14;282.56;315.57;269.22;271.54;259.27;282.94;1728.17;1723.76
155.3;161.5482;229.45;253.11;258.78;283.59;317.09;269.82;272.57;260.43;283.98;1733.62;1731.1
155.24;161.5429;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
155.64;161.9118;229.67;253.34;258.91;283.6;316.61;269.95;272.6;260.35;284.03;1734.55;1730.81
155.65;161.6148;229.64;253.62;259.34;284.29;317.93;270.31;273.31;260.95;284.7;1737.58;1735.03
155.87;161.7076;229.98;254.53;260.6;286.72;322.51;271.6;275.8;263.42;286.86;1750.31;1750.85
155.79;161.5976;229.85;254.11;259.97;285.19;318.13;270.78;274.12;261.55;285.17;1740.15;1738.91
