"IB8A";"QW1A";"LU13TRUU";"LU35TRUU";"LU57TRUU";"LU71TRUU";"LU10TRUU";"LU3ATRUU";"LU2ATRUU";"LU1ATRUU";"LUBATRUU";"LUATTRUU";"LUACTRUU"
209.01;226.0427;252.74;313.85;343.91;404.37;499.88;335.67;373.02;390.24;441.07;2133.41;2573.56
208.43;224.9912;252.63;313.34;343.37;403.65;498.05;335.16;372.26;389.06;440.47;2129.18;2567.05
208.39;224.9316;252.48;312.93;342.96;403.26;497.56;334.81;371.91;388.81;440.03;2125.96;2565.07
208.94;225.8073;252.51;313.12;343.55;404.37;502.12;335.5;372.93;390.46;441.47;2131.39;2574.83
209.25;226.4469;252.67;313.54;344.04;405.05;503.34;336.04;373.48;391.13;441.54;2135.88;2577.88
209.27;226.2996;252.71;313.66;344.11;405.03;502.24;336.03;373.48;390.95;441.18;2135.8;2576.29
208.87;225.599;252.62;313.28;343.48;404;499.56;335.36;372.76;390;440.15;2130.94;2569.89
208.62;225.0059;252.6;313.13;343.23;403.54;497.73;335;372.35;389.43;439.83;2128.23;2566.74
208.63;225.1664;252.58;313.21;343.41;403.94;499.9;335.28;372.83;390.05;440.53;2130.45;2570.91
209.11;226.0832;252.58;313.31;343.68;404.53;501.9;335.61;373.21;390.65;441.31;2132.54;2575.3
208.69;225.0949;252.43;312.71;342.83;403.08;495.27;334.51;371.62;388.46;439.05;2122.96;2560.93
208.73;225.3553;252.5;312.82;342.95;403.39;495.79;334.62;371.63;388.98;439.54;2123.4;2564.12
208.78;225.3007;252.57;313.14;343.56;404.34;497.97;335.2;372.23;389.75;440.54;2127.09;2569.73
209.21;226.1184;252.68;313.45;343.92;404.84;499.29;335.62;372.74;390.27;440.8;2130.74;2572.39
209.36;226.3034;252.68;313.57;344.04;404.89;498.1;335.56;372.68;390.07;440.81;2129.84;2571.35
209.6;226.7827;252.87;314.29;345.06;406.45;502.97;336.68;374.11;391.95;442.47;2138.64;2583.04
209.18;225.9567;252.96;314.6;345.45;406.87;503.06;337.09;374.4;392.13;441.84;2141.7;2582.2
209.39;226.4374;253.03;314.95;345.92;407.5;503.57;337.44;374.88;392.63;442.25;2144.08;2585.65
209.17;226.0456;253.14;315.04;345.86;407.09;500.77;337.29;374.43;391.81;441.05;2142.47;2579.56
208.99;226.0293;253.18;315.41;346.48;408.24;505.49;338.14;375.52;393.33;442.21;2149.61;2588.38
209.12;226.494;253.23;315.6;346.7;408.69;507.36;338.54;376.08;393.88;442.28;2153.58;2591.14
208.82;226.3011;253.27;315.48;346.29;407.89;502.79;338.17;375.1;392.2;439.82;2150.36;2577.26
208.94;226.8899;253.48;316.03;347.04;408.84;506.38;339.16;376.19;393.36;439.91;2158.86;2582.32
208.7;226.7531;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
208.68;226.7706;253.42;315.82;346.84;408.7;506.49;339.14;376.23;393;439.22;2158.93;2579.31
208.89;226.8402;253.56;316.17;347.25;409.33;507.67;339.88;376.63;393.05;438;2165.64;2576.03
209.22;227.5498;253.51;315.97;346.97;408.72;504.6;339.52;375.77;391.63;436.89;2162.08;2567.28
209.42;227.3483;253.41;315.68;346.72;408.48;504.7;339.13;375.47;391.57;438.08;2158.32;2569.53
209.47;227.5674;253.44;315.81;346.93;408.94;505.81;339.44;375.79;391.91;438.18;2160.89;2571.36
209.7;228.2174;253.54;316.08;347.31;409.54;506.67;339.86;376.1;392.28;438.32;2164.08;2572.4
209.77;228.3188;253.56;316.16;347.35;409.5;505.86;339.85;375.83;392.05;438.11;2163.99;2570.32
210.1;228.5392;253.64;316.45;347.73;410.06;505.75;340.18;375.94;392.14;438.14;2165.7;2570.23
210.81;229.7143;253.89;317.15;348.65;411.27;508.46;341.01;377.02;393.49;439.66;2172.39;2578.84
210.7;229.2919;253.73;316.64;347.87;410.06;505.91;340.36;376.09;392.22;438.11;2167.87;2570.02
210.84;229.3544;253.99;317.49;349.05;412.26;512.3;341.84;377.79;394.46;439.77;2180.6;2582.9
210.97;229.9557;254.07;317.52;348.89;411.8;509.87;341.67;377.47;393.5;438.83;2179.34;2576.48
210.55;229.4317;254.14;317.73;349.17;412.23;510.57;341.92;377.72;393.78;439.39;2181.52;2578.91
210.52;229.2915;254.09;317.67;349.11;412.42;512.1;341.97;377.97;394.2;439.87;2182.8;2581.82
210.66;229.3197;254.35;318.38;350.06;414.29;519.12;343.4;380.11;396.47;440.92;2196.7;2593.68
210.44;229.0834;254.21;318.26;350.02;414.26;518.27;343.48;379.81;395.6;439.61;2196.37;2586.69
210.37;229.1728;254.21;318.35;350.29;414.93;520.6;343.84;380.23;396.33;440.35;2199;2591.39
210.59;229.3986;254.4;318.67;350.8;415.87;521.16;344.56;380.54;396.44;439.36;2204.93;2588.83
210.07;228.9881;254.1;317.77;349.45;413.33;515.24;343.12;378.47;393.88;437.23;2193.63;2573.29
210.33;229.4365;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
210.15;228.9714;254.1;317.79;349.55;413.24;513.32;342.9;378.1;393.65;437.37;2190.38;2572.61
210.22;229.0837;254.01;317.5;349.17;412.54;510.74;342.34;377.26;392.71;437.2;2184.71;2567.32
210.79;230.0252;254.24;318.08;349.99;414.01;515.78;343.17;378.63;394.9;439.73;2191.98;2582.72
210.83;230.1206;254.1;317.93;349.93;414.2;517.55;343.23;378.85;395.24;440.02;2192.59;2584.88
211.06;230.6925;254.11;317.9;349.83;414.18;517.18;343.06;378.83;395.24;440.55;2191.03;2586.05
211.04;230.6699;254.19;318.14;350.13;414.61;519.22;343.38;379.35;396.15;441.32;2193.96;2591.52
211.09;230.9956;254.2;318.15;350.16;414.7;518.95;343.43;379.38;395.99;441.12;2194.12;2590.07
211.25;231.1002;254.36;318.68;350.78;415.84;521.83;344;380.41;397.39;442.99;2199.44;2600.64
211.3;231.1527;254.05;317.96;349.94;414.5;517.84;342.94;379.13;395.91;442.05;2189.49;2593.08
211.71;231.9564;254.13;318.27;350.34;415.28;519.61;343.27;379.69;396.81;443.36;2191.75;2599.67
211.44;231.446;253.89;317.62;349.27;413.19;514.16;342;378.05;394.84;442.28;2179.84;2588.83
211.27;230.5359;253.89;317.55;349.15;412.96;515.96;341.94;378.15;395.34;443.22;2179.26;2593.11
211.73;230.88;253.96;317.77;349.58;413.71;518.8;342.35;378.74;396.32;444.64;2182.4;2600.36
211.42;230.2036;253.82;317.38;349.06;412.74;516.65;341.67;378.01;395.53;444.56;2176.11;2597.54
211.65;230.4087;253.75;317.21;348.86;412.47;517.76;341.46;377.97;395.76;445.55;2174.82;2601.46
211.96;231.0895;253.91;317.71;349.69;414.24;522.79;342.33;379.42;397.77;447.57;2182.62;2614.44
211.35;230.5682;253.82;317.33;348.92;412.83;519.82;341.57;378.59;396.73;446.77;2177.1;2607.91
210.77;229.699;253.74;317.07;348.6;412.31;519.78;341.23;378.29;396.65;447.04;2173.26;2608.39
212.22;230.8416;253.66;316.92;348.4;411.82;518.42;340.69;378.14;396.48;448.07;2167.78;2610.92
212.96;231.0069;253.73;317.13;348.73;412.72;521.37;340.95;378.95;398.05;450.02;2169.41;2622.6
212.6;230.3199;253.73;317.06;348.57;412.74;522.12;340.89;379.11;398.38;450.19;2169.86;2624.46
212.46;230.8168;254.16;317.85;349.55;413.73;521.52;341.55;379.74;398.94;450.96;2174.06;2628.15
212.9;231.6752;254.23;318.19;350.22;415.04;525.39;342.18;380.65;400.25;452.92;2178.68;2637.1
213.03;231.8851;254.38;318.56;350.65;416.13;527.87;342.57;381.48;401.31;454.93;2182.43;2646.14
213.13;231.9973;254.28;318.24;350.06;414.97;524.47;341.82;380.63;400.18;454.49;2176.22;2640.42
213.22;232.1009;254.21;318.02;349.71;414.68;526;341.61;380.8;400.53;455.18;2175.2;2644.22
213.41;231.9705;254.4;318.51;350.49;416.27;531.53;342.5;382.29;402.63;457.22;2183.43;2657.8
213.48;232.1981;254.33;318.3;350.13;415.49;529.37;342.18;381.69;401.8;455.85;2181.17;2651.6
213.86;233.0846;254.72;319.23;351.53;418.01;533.97;343.52;383.57;403.98;457.89;2191.37;2664.92
213.74;233.0356;254.87;319.5;351.7;417.96;531.15;343.43;383.32;403.53;457.82;2189.71;2662.77
213.85;233.0526;255.03;319.99;352.46;419.34;534.35;344.12;384.35;404.82;459.56;2195.22;2671.78
214.01;233.2708;254.89;319.81;352.36;419.13;534.27;343.99;384.12;404.69;459.27;2193.61;2670.59
214.35;233.3626;255;319.99;352.56;419.59;535.49;344.2;384.57;405.25;460.07;2195.81;2674.95
214.7;233.5328;255.12;320.29;353.02;420.73;540.25;344.91;385.7;406.87;461.31;2202.8;2684.66
214.73;233.1411;255.06;320.16;352.73;420.22;537.92;344.51;385.25;406.09;460.96;2199.47;2680.71
215.01;232.8706;255.27;320.63;353.46;421.78;543.2;345.42;386.85;407.97;462.78;2208.01;2693.05
214.89;233.1331;255.24;320.51;353.32;421.14;539.8;345.05;386.11;406.91;461.75;2203.85;2685.97
214.79;232.7822;255.29;320.7;353.62;421.38;539.86;345.22;386.1;407.03;462.17;2204.08;2687.16
214.39;232.1183;255.16;320.29;352.99;420.12;537.17;344.5;385.26;406.02;461.46;2197.69;2680.96
214.44;232.7718;255.15;320.38;353.18;420.8;540.25;344.75;385.87;406.94;463.12;2199.81;2688.5
214.32;232.3372;255.15;320.23;353;420.49;539.55;344.5;385.66;406.7;463.36;2197.16;2687.79
214.61;232.7113;255.28;320.51;353.33;421.22;542.32;344.94;386.37;407.76;464.49;2201.27;2695.27
214.4;232.4878;255.27;320.44;353.22;420.9;540.61;344.72;385.96;407.35;463.99;2198.99;2692.09
214.39;231.9519;255.24;320.35;353.1;420.85;541.51;344.53;386.07;407.62;465.29;2197.3;2696.44
214.62;232.2789;255.06;319.82;352.31;419.36;537.74;343.55;384.96;406.3;464.72;2188.61;2689.85
214.13;231.1979;255.05;319.74;352.18;419.37;536.85;343.3;384.95;406.43;464.99;2186;2691.83
214.36;231.051;255.03;319.62;351.9;419;536.53;343.06;384.76;406.47;465.02;2184.27;2692.31
214.27;230.5622;255.01;319.55;351.84;418.82;535.3;342.9;384.47;406.17;464.69;2182.51;2690.67
213.96;230.2696;254.96;319.4;351.59;418.25;533.48;342.55;384;405.73;464.2;2179.28;2687.78
214.1;230.2815;255.1;319.91;352.38;420.01;538.2;343.39;385.25;407.58;466.38;2186.79;2700.26
214.34;230.7885;255.32;320.3;352.9;420.74;538.62;343.81;385.74;407.96;467.06;2189.59;2703.17
213.9;230.4056;255.39;320.53;353.25;421.37;540.89;344.21;386.38;408.71;467.84;2192.91;2708.36
213.88;230.6573;255.29;320.22;352.71;420.33;537.08;343.55;385.46;407.42;466.66;2187.02;2700.32
214.53;231.5936;255.48;320.77;353.55;421.79;541.2;344.49;386.78;409.01;467.82;2195.11;2709.57
214.41;231.4113;255.53;320.86;353.61;421.95;541.79;344.69;386.97;409.11;467.55;2197.45;2709.22
214.71;231.5923;255.63;321.16;354.09;422.85;544.57;345.25;387.71;410.04;468.44;2202.29;2715.07
214.88;231.8294;255.57;321.02;353.86;422.25;542.4;345;387.04;409.15;467.28;2199.47;2707.99
214.96;232.0455;255.69;321.35;354.24;422.72;542.71;345.36;387.42;409.36;467.44;2202.22;2709.34
214.92;232.2699;255.65;321.36;354.19;422.74;543.63;345.36;387.57;409.62;467.8;2202.33;2710.79
214.81;232.252;255.66;321.47;354.39;423.2;546.22;345.66;388.18;410.38;468.7;2204.94;2715.88
214.51;231.7629;255.52;321.18;354.01;422.49;543.5;345.21;387.36;409.34;467.52;2200.39;2708.43
214.65;232.1713;255.59;321.41;354.46;423.59;547.92;345.81;388.56;410.86;468.99;2206.11;2718.37
214.5;231.9755;255.46;321.03;353.9;422.53;544.4;345.18;387.6;409.49;467.64;2200.23;2709.36
214.57;232.3654;255.32;320.83;353.65;422.42;545;345.03;387.48;409.43;467.79;2199.52;2709.56
214.25;231.8391;254.95;319.72;351.97;419.43;536.89;343.31;385.12;406.22;464.25;2184.96;2688.63
214.13;231.8117;255.04;320.07;352.6;420.44;540.33;344.02;385.97;407.45;465.02;2190.5;2695.91
214.02;231.8211;255.02;320.08;352.63;420.45;539.64;344.01;385.94;407.21;464.66;2190.27;2694.1
213.94;231.7646;255;320.09;352.72;420.64;540.07;344.08;386.2;407.35;464.76;2190.66;2695.14
213.98;232.0881;254.97;319.92;352.49;420.28;539.4;343.87;385.91;407.03;464.52;2189.01;2693.31
214.25;232.8508;255.01;319.89;352.37;420.18;538.54;343.63;385.97;407;465.03;2187.04;2694.26
214.41;232.8455;255.25;320.43;353.16;421.51;542.46;344.4;387.19;408.64;467.04;2193.49;2705.83
214.4;232.7908;255.19;320.32;353.02;421.35;541.71;344.25;386.97;408.32;466.84;2191.81;2704.26
214.28;232.5498;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
214.44;232.7814;255.23;320.38;353.16;421.53;542.65;344.4;387.29;408.73;466.97;2192.85;2706.27
214.4;232.8541;255.1;320.17;352.9;421.15;542.85;344.23;386.97;408.47;466.75;2191.64;2704.25
214.61;233.0885;255.18;320.39;353.25;421.97;546.03;344.7;387.7;409.48;467.94;2196.26;2710.75
215.07;233.8149;255.69;321.57;354.8;424.84;551.76;346.27;389.81;412.09;470.77;2209.58;2727.6
215.06;233.4219;255.66;321.52;354.67;424.51;550.19;346.02;389.43;411.52;470.79;2207.37;2724.9
215.38;234.0474;255.73;321.65;354.88;424.85;551.59;346.21;389.7;412;471.69;2208.99;2729.24
215.45;234.3222;255.75;321.65;354.91;425.15;553.67;346.33;390.04;412.51;472.79;2210.15;2733.57
215.69;234.7824;255.84;321.91;355.23;425.76;556.44;346.77;390.78;413.42;473.68;2214.01;2739.69
215.86;235.0459;255.97;322.25;355.67;426.53;558.26;347.29;391.43;414.23;473.94;2219.05;2743.66
215.73;234.3284;256.07;322.52;355.97;426.91;558.87;347.66;391.69;414.37;473.83;2222.43;2744.15
215.83;234.373;256.03;322.44;355.92;426.62;558.19;347.71;391.5;413.81;472.62;2223.22;2739.07
215.87;234.4875;256.2;322.76;356.36;427.3;558.58;348.05;391.9;414.04;473.43;2225.8;2742.25
215.9;234.377;256.24;322.89;356.62;427.91;561.42;348.46;392.51;414.78;474.18;2229.69;2746.9
215.73;234.2247;256.15;322.54;356.01;426.61;557.82;347.75;391.64;413.49;473.01;2223.68;2738.74
215.54;234.437;256.07;322.29;355.64;425.87;555.97;347.17;391.03;413.1;473.3;2218.11;2737.78
215.73;234.4617;256.01;322.1;355.34;425.37;554.45;346.8;390.58;412.65;473.03;2214.93;2735.23
215.66;234.3926;256.08;322.24;355.48;425.78;554.76;346.91;390.76;412.99;473.57;2215.9;2738
215.7;234.1651;255.97;321.94;355.1;424.97;551.18;346.26;389.87;411.93;473.13;2208.7;2732.61
215.68;234.8924;256.41;323.06;356.74;428.14;558.93;348.4;392.23;414.03;474.48;2228.51;2744.94
215.73;236.3818;256.65;323.81;357.9;430.62;569.53;350.07;394.72;417.3;477.32;2244.5;2764.28
216.09;237.293;256.63;323.77;357.89;430.74;570.38;350.05;394.85;417.57;477.98;2244.42;2766.1
216.5;237.6239;256.62;323.63;357.73;430.77;571.25;349.87;394.68;417.74;479.28;2242.94;2768.82
216.8;238.0847;256.76;323.81;357.94;430.76;569.33;349.85;394.4;417.39;479.31;2241.26;2767.19
217.24;238.6074;256.75;323.92;358.25;431.77;574.89;350.32;395.41;419.03;481.46;2245.92;2778.15
217.63;238.524;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
218.11;239.0067;256.98;324.51;359.49;434.48;584.51;351.72;397.79;422.18;484.87;2259.08;2798.57
218.11;239.1426;256.87;324.29;359.13;433.93;583.2;351.39;397.27;421.62;484.38;2256.27;2794.96
218.12;238.8464;256.89;324.32;359.22;434.15;585.01;351.44;397.79;422.37;485.42;2257.19;2800.97
218.4;239.4552;256.8;324.38;359.5;435.1;588.63;351.72;398.5;423.47;487.14;2259.66;2808.98
218.58;239.224;256.62;323.97;358.78;433.67;586.15;350.94;397.44;422.51;486.81;2251.77;2804
218.54;238.3958;256.51;323.64;358.04;431.92;580.73;349.97;396.07;420.88;485.82;2242.09;2795.7
219.2;238.9532;256.59;323.88;358.58;433.27;585.54;350.6;397.33;422.55;487.48;2247.94;2806.5
219.17;238.3225;256.53;323.62;358.04;431.85;579.58;349.81;396.04;420.85;485.79;2240.06;2795.94
219.03;237.5861;256.38;323.22;357.33;430.26;575.11;349.03;394.75;419.31;484.11;2232.71;2785.76
219.39;237.7426;256.48;323.36;357.58;430.59;575.1;349.18;395.01;419.58;484.32;2233.91;2787.69
219.56;237.9892;256.51;323.53;357.95;431.38;577.37;349.55;395.52;420.34;485.16;2237.12;2792.57
219.54;237.9335;256.43;323.37;357.69;430.88;575.67;349.23;395.17;419.83;484.65;2233.93;2789.58
219.51;237.9013;256.56;323.57;357.98;431.44;575.77;349.37;395.49;420.35;485.27;2235.94;2793.58
219.61;238.0713;256.49;323.45;357.78;431.25;576.75;349.3;395.58;420.5;485.38;2235.64;2794.13
219.87;238.5266;256.41;323.29;357.63;431.13;576.59;349.17;395.41;420.48;485.05;2234.8;2793.24
219.7;238.4017;256.39;323.25;357.63;431.25;576.83;349.25;395.48;420.54;484.56;2235.95;2792.4
220.17;239.2702;256.54;323.65;358.34;432.46;580.65;350.01;396.56;421.7;485.74;2242.6;2800.06
220.11;239.371;256.58;323.73;358.49;432.59;580.28;350.13;396.52;421.61;485.46;2243.12;2798.9
220.42;239.9921;256.81;324.27;359.4;434.2;583.87;351;397.6;422.99;486.91;2250.34;2807.62
220.28;239.7599;256.74;324.07;358.94;432.92;579.26;350.44;396.48;421.56;485.32;2245.2;2797.84
219.72;238.8955;256.73;323.88;358.42;431.64;574.51;349.91;395.55;419.97;483.5;2240.6;2787.29
219.7;238.8225;256.74;323.93;358.48;431.56;573.92;349.91;395.58;419.65;483.41;2240.38;2786.01
220.38;239.7876;256.87;324.35;359.26;433.1;577.85;350.58;396.57;420.95;485.61;2245.74;2795.84
220.26;239.437;256.51;323.67;358.01;430.85;573.79;349.45;395.07;419.19;484.18;2235.05;2785.46
220.36;239.552;256.54;323.7;357.99;431.08;575.41;349.49;395.39;419.76;485.11;2235.37;2789.87
220.61;239.9373;256.61;324.03;358.6;432.46;579.57;350.09;396.5;421.17;486.87;2240.49;2799.61
220.92;240.409;256.74;324.38;359.28;433.74;582.56;350.65;397.43;422.42;488.3;2245.16;2807.78
220.85;240.3042;256.48;323.8;358.17;431.54;577.66;349.63;395.88;420.5;486.37;2235.76;2795.41
220.93;240.2588;256.68;324.19;358.94;433.34;582.34;350.38;397.24;422.24;488.39;2242.81;2807.14
220.6;239.8968;256.65;323.98;358.53;432.55;579.19;349.9;396.71;421.26;487.64;2238.17;2800.97
220.3;239.1343;256.57;323.79;358.17;432.08;578.04;349.54;396.32;420.97;487.47;2234.94;2799.26
220.44;239.4479;256.61;323.96;358.45;432.6;580.27;349.84;396.83;421.72;488.29;2237.39;2804.48
220.73;240.0481;256.79;324.31;359.01;433.55;581.81;350.28;397.43;422.52;489.36;2240.85;2810.12
220.48;239.435;256.61;323.9;358.25;432.26;579.33;349.62;396.27;421.59;488.42;2235.25;2804.67
220.78;239.9364;256.68;324.2;358.81;433.59;583.64;350.26;397.32;423.06;489.71;2241.08;2813.69
220.89;239.9367;256.64;324.21;358.8;433.39;584.04;350.23;397.39;423.09;490.03;2240.36;2814.2
220.81;239.7608;256.65;324.23;358.86;433.36;583.34;350.2;397.23;423.08;489.81;2239.76;2814.02
220.75;239.6824;256.57;324.12;358.66;432.82;581.5;349.94;396.83;422.54;489.1;2236.96;2810.12
220.91;239.8586;256.3;323.52;357.57;430.96;578.72;349.05;396.08;421.18;487.71;2229.1;2800.98
220.89;239.6578;256.5;324.04;358.64;433.14;585.08;350.12;397.17;423.31;490.22;2238.73;2815.66
220.97;239.7492;256.53;324.03;358.56;433.03;583.68;350;397.14;422.99;489.84;2237.3;2813.48
220.8;239.2202;256.54;324.09;358.62;432.93;583.72;350.07;397.16;423.04;489.55;2237.97;2813.12
220.71;238.7221;256.54;324.04;358.53;432.81;583.43;350.02;397.1;422.97;489.26;2237.91;2812.47
220.47;238.4188;256.52;324;358.29;432.09;580.15;349.67;396.42;422.06;488.36;2234.18;2806.6
220.71;238.8345;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
221.29;239.9164;256.83;324.64;359.39;434.02;583.57;350.6;397.62;423.48;490.26;2241.83;2816.21
221.46;240.3548;256.79;324.73;359.5;434.13;583.59;350.69;397.41;423.36;490.36;2242;2815.28
220.88;239.0739;256.6;324.24;358.49;431.75;576.07;349.59;395.54;420.75;487.67;2231.4;2798.66
220.15;237.4673;256.5;323.91;357.68;429.92;569.89;348.76;394.08;418.84;485.33;2224;2786.61
219.72;237.3189;256.57;324.1;357.85;429.84;569.12;348.96;394.06;418.55;484.62;2225.39;2783.75
219.65;237.2266;256.44;323.82;357.17;427.87;563.06;348.16;392.53;416.62;482.33;2217.19;2771.34
219.81;237.3484;256.67;324.3;358.03;429.3;565.12;348.86;393.42;417.69;483.24;2222.93;2778.6
219.74;236.9534;256.78;324.43;358.13;429.13;563.25;348.79;393.12;417.39;483.17;2221.74;2777.05
219.95;237.2886;256.6;324.25;358;429.02;564.61;348.76;393.14;417.52;483.14;2221.58;2778.17
219.79;237.2751;256.64;324.23;357.96;429.27;565.69;348.78;393.38;417.86;483.78;2222.45;2781.21
219.91;238.1126;256.62;324.23;358.04;429.62;567.18;348.87;393.64;418.34;484.47;2223.66;2784.77
219.65;237.8103;256.58;324.32;358.37;430.3;569.76;349.16;394.13;419.1;485.42;2225.91;2789.89
220.55;239.4112;256.67;324.6;358.98;431.76;574.55;349.74;395.14;420.56;487.92;2230.74;2799.93
220.48;239.1609;256.77;324.71;359.27;432.31;575.83;349.98;395.59;421.23;488.4;2233.11;2804.52
220.68;239.6254;256.87;325.01;359.83;433.06;576.65;350.41;396.02;421.69;488.63;2236.1;2807.66
220.91;239.8658;256.91;325.14;360.08;433.9;580.36;350.85;396.76;422.68;489.66;2240.84;2813.65
220.95;240.1657;256.89;325.08;359.93;433.71;579.86;350.71;396.67;422.44;489.67;2239.64;2812.18
220.57;239.5793;256.95;325.15;360.09;434.03;581.17;350.91;397;422.87;490.09;2241.83;2815.75
220.35;239.6832;256.84;324.87;359.54;432.6;576.38;350.21;395.9;421.31;488.63;2235.01;2806.15
220.24;239.2679;256.71;324.67;359.3;432.22;576.59;350;395.66;421.21;488.63;2233.03;2805.59
220.27;238.9804;256.61;324.34;358.55;430.53;571.08;349.17;394.24;419.4;486.91;2225.34;2794.71
219.59;237.4446;256.5;324.14;358.23;429.69;569.23;348.75;393.69;418.68;486.56;2221.13;2791.33
219.57;237.4291;256.45;323.95;357.96;429.15;568.1;348.4;393.29;418.4;486.55;2217.86;2790.6
219.42;237.1921;256.48;323.98;358.06;429.62;567.98;348.39;393.46;418.66;487.02;2217.85;2792.94
219.13;236.8107;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
219.24;237.089;256.43;323.8;357.76;429.11;566.55;348.05;393.08;418.26;486.73;2215.13;2790.76
218.93;236.5526;256.41;323.75;357.6;428.67;565.56;347.86;392.84;418.01;486.42;2213.24;2788.94
219.17;237.0706;256.58;324.18;358.26;429.97;568.69;348.5;393.81;419.32;487.85;2218.62;2797.61
219.07;236.8245;256.57;324.04;357.83;428.74;563.03;347.77;392.78;417.92;486.67;2211.54;2789.67
219.14;236.6804;256.7;324.28;358.2;429.66;565.85;348.23;393.58;419;487.64;2215.91;2796.35
219.4;237.0284;256.78;324.48;358.56;430.29;567.24;348.51;394.01;419.64;488.43;2218.11;2800.84
219.49;237.1128;256.81;324.5;358.62;430.44;567.59;348.51;394.14;419.82;488.96;2218.06;2802.7
219.7;237.4671;256.74;324.49;358.62;430.56;568.7;348.59;394.2;419.97;489.23;2218.73;2803.58
219.65;237.4935;256.73;324.48;358.71;430.78;568.96;348.65;394.29;420.14;489.15;2219.26;2803.75
219.54;237.2488;256.71;324.36;358.46;430.23;567.21;348.38;393.84;419.63;488.57;2216.75;2800.14
219.5;237.2642;256.68;324.32;358.45;430.29;567.99;348.44;393.86;419.7;488.6;2217.67;2800.56
218.85;236.0387;256.62;324.13;358.04;429.22;564.71;348.03;392.97;418.58;487.1;2213.96;2792.6
218.16;234.5986;256.58;323.84;357.4;427.72;559.73;347.32;391.82;417.1;485.37;2207.41;2783.03
218.17;234.5037;256.69;323.99;357.49;427.62;558.39;347.37;391.73;416.81;484.89;2207.53;2781.25
218.27;234.5948;256.76;324.13;357.64;427.88;560.04;347.65;392.05;417.27;485.13;2210.41;2783.32
218.07;233.9343;256.86;324.32;357.81;428.05;560.67;347.93;392.34;417.56;484.81;2213.14;2783.69
218.5;234.9645;256.89;324.5;357.99;428.41;560.8;348.13;392.47;417.71;484.74;2215.17;2783.97
218.15;234.4963;256.92;324.54;358.03;428.29;558.53;347.97;392.13;417.17;484.42;2213.09;2780.94
218.32;234.6399;257;324.73;358.27;428.88;560.65;348.35;392.73;417.93;484.9;2216.62;2784.88
218.16;234.7285;256.94;324.35;357.94;428.1;558.92;347.84;392.11;417.21;484.79;2211.76;2781.43
217.93;234.38;256.76;323.92;357.43;427.25;557.39;347.28;391.52;416.53;484.27;2207.19;2777.18
217.8;234.1548;256.53;322.63;355.12;422.05;538.93;344.36;387.1;410.77;477.96;2182.11;2741.57
216.99;231.6855;256.42;322.14;354.35;420.57;536.42;343.52;386.68;410.27;476.8;2175.72;2739.64
216.53;230.5051;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
216.09;229.5386;256.04;320.86;352.29;417.07;529.97;341.73;384.6;407.77;472.64;2163.98;2722.05
216.31;231.0904;255.97;320.69;352.29;417.04;531.15;341.67;384.57;407.95;473.4;2162.4;2722.75
215.93;230.6147;255.98;320.77;352.53;417.41;533.98;342.05;385.15;408.65;473.91;2165.25;2726.49
215.93;230.4438;255.9;320.43;351.84;416.15;529.57;341.29;384.04;407.2;472.46;2159.2;2717.38
215.6;230.4585;255.75;319.73;350.5;414.04;526.32;340.28;382.9;405.66;470.21;2153.69;2706.45
215.55;230.5859;255.72;319.59;350.37;413.99;526.74;340.19;382.88;405.75;470.34;2153.42;2706.87
216.22;231.1001;255.75;319.77;350.76;414.6;527.11;340.45;383.12;405.97;470.8;2154.68;2708.77
215.74;230.084;255.56;319.09;349.74;413.32;526.3;339.66;382.56;405.36;470.12;2150.51;2705.01
216.04;230.1668;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
216.2;230.3493;255.55;318.95;349.38;412.89;526.22;339.48;382.44;405.11;469.83;2150.19;2703.4
216.57;230.8537;255.73;319.54;350.56;414.68;529.2;340.46;383.42;406.35;471.33;2155.63;2711.64
216.2;231.1581;255.82;319.79;350.94;415.26;531.44;340.86;384.04;407.18;472.2;2158.57;2716.96
215.94;230.9807;255.72;319.34;350.2;413.74;527.38;340;382.89;405.78;470.97;2151.43;2708.65
215.34;230.002;255.56;318.67;349.07;411.82;522.16;338.72;381.55;403.96;469.16;2142.92;2697.86
215.57;231.0981;255.75;319.4;350.13;413.31;525.15;339.7;382.57;405.3;470.67;2149.22;2706.88
215.01;230.2172;255.73;319.33;350.05;413.39;526.3;339.69;382.74;405.56;471.38;2149.35;2709.11
